# TYPE apiserver_request_total untyped
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali281175aa891",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2.2351974104e+10 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali29c2d23802e",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 1.9674982563e+10 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali2b9ddbfd378",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 6.32886083e+08 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali416e00d610d",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 8573 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali4b78e024ced",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2.421992627e+10 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali73d4af2848a",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 8.76955213e+08 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali7e4dd07aa5b",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 6.6369945759e+10 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali9bb2cf0a5c6",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 6.74998757e+08 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="caliaf152997915",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 1.3997043546e+10 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="calib12968ff7c0",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 7.0626956e+07 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="caliba9e205ae04",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 5.2620729388e+10 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="calic866e87a35a",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 6.5153744253e+11 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="calid5f9b1a32a4",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 6.9967815e+07 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="calidc6950d8106",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 5.0522824685e+10 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="calie7121bd0580",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 6.898163331e+09 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="caliea5c8bfd9ff",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 2.3204692063e+10 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="califc7fa9bbe1d",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 1.67385009274e+11 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="eth0",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 4.678095381492e+12 1675856675021
container_network_transmit_bytes_total{endpoint="https-metrics",id="/",instance="test-node",interface="vxlan.calico",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 1.090082041606e+12 1675856675021
# TYPE container_network_transmit_packets_dropped_total untyped
container_network_transmit_packets_dropped_total{container="POD",endpoint="https-metrics",id="/kubepods/besteffort/pod01d2cbd4-e062-448e-a0f8-f489a5748a77/cf087a2253d87f9d8a01ac73e18046f79b16dc171aaf5a40fdf5764eb30e5ce3",image="602401143452.dkr.ecr.us-east-1.amazonaws.com/eks/pause:3.5",instance="test-node",interface="cali08c19b46304",job="test-job",metrics_path="/metrics/cadvisor",name="k8s_POD_efs-csi-node-smkh6_kube-system_01d2cbd4-e062-448e-a0f8-f489a5748a77_0",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_network_transmit_packets_dropped_total{endpoint="https-metrics",id="/",instance="test-node",interface="vxlan.calico",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 570 1675856675021
container_network_transmit_packets_dropped_total{container="POD",endpoint="https-metrics",id="/kubepods/burstable/podbafeef2c-1292-4a5e-a92c-d709480b04b6/121a2911dff1a09adbd176ab96f6a35a1524c2d4d6c0d9305b8ccdc05c226617",image="602401143452.dkr.ecr.us-east-1.amazonaws.com/eks/pause:3.5",instance="test-node",interface="eth0",job="test-job",metrics_path="/metrics/cadvisor",name="k8s_POD_swi-k8s-otel-collector-swo-k8s-collector-metrics-cf8f6886bwt88g_prometheus-system_bafeef2c-1292-4a5e-a92c-d709480b04b6_0",namespace="test-namespace",node="test-node",pod="test-pod",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_network_transmit_packets_dropped_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali0035f231b93",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_network_transmit_packets_dropped_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali056a0a3114e",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_network_transmit_packets_dropped_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali0df62536d8f",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_network_transmit_packets_dropped_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali2300301bc20",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_network_transmit_packets_dropped_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali243924ff4b2",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_network_transmit_packets_dropped_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali281175aa891",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_network_transmit_packets_dropped_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali29c2d23802e",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_network_transmit_packets_dropped_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali2b9ddbfd378",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_network_transmit_packets_dropped_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali416e00d610d",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_network_transmit_packets_dropped_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali4b78e024ced",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_network_transmit_packets_dropped_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali73d4af2848a",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_network_transmit_packets_dropped_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali7e4dd07aa5b",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
container_network_transmit_packets_dropped_total{endpoint="https-metrics",id="/",instance="test-node",interface="cali9bb2cf0a5c6",job="test-job",metrics_path="/metrics/cadvisor",node="test-node",service="test-service",prometheus="prometheus-system/kube-prometheus-kube-prome-prometheus",prometheus_replica="prometheus-kube-prometheus-kube-prome-prometheus-0"} 0 1675856675021
